# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
# Zeroes for Taiwan (TWN) replaced with UN population estimates for XEA region in 2000 and 2005 time periods,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP4_v9_130325,GMB,Population,million,1.297,1.504,1.728,1.974,2.228,2.488,2.753,3.01,3.261,3.501,3.73,3.945,4.146,4.338,4.527,4.709,4.886,5.057,5.222,5.385,5.538
OECD Env-Growth,SSP4_v9_130325,GNB,Population,million,1.241,1.368,1.515,1.677,1.842,2.005,2.169,2.325,2.47,2.607,2.733,2.847,2.942,3.03,3.102,3.168,3.224,3.267,3.306,3.333,3.359
OECD Env-Growth,SSP4_v9_130325,GNQ,Population,million,0.52,0.608,0.7,0.805,0.917,1.032,1.149,1.261,1.371,1.48,1.588,1.691,1.789,1.882,1.965,2.043,2.113,2.174,2.225,2.266,2.296
OECD Env-Growth,SSP4_v9_130325,GRC,Population,million,10.987,11.183,11.359,11.427,11.373,11.293,11.198,11.109,11.01,10.883,10.708,10.491,10.241,9.951,9.635,9.301,8.958,8.613,8.269,7.918,7.544
OECD Env-Growth,SSP4_v9_130325,GTM,Population,million,11.237,12.717,14.389,16.168,18.161,20.277,22.473,24.661,26.863,29.106,31.376,33.607,35.775,37.949,40.136,42.314,44.484,46.641,48.791,50.915,53.008
OECD Env-Growth,SSP4_v9_130325,GUY,Population,million,0.733,0.746,0.754,0.761,0.768,0.769,0.761,0.746,0.726,0.701,0.673,0.643,0.611,0.581,0.551,0.523,0.495,0.468,0.442,0.417,0.395
OECD Env-Growth,SSP4_v9_130325,HKG,Population,million,6.783,6.81,7.053,7.344,7.603,7.858,8.117,8.362,8.567,8.727,8.839,8.904,8.932,8.889,8.783,8.615,8.39,8.112,7.764,7.364,6.925
OECD Env-Growth,SSP4_v9_130325,HND,Population,million,6.218,6.879,7.601,8.36,9.185,10.017,10.837,11.623,12.392,13.146,13.883,14.587,15.248,15.892,16.522,17.146,17.767,18.392,19.022,19.659,20.303
OECD Env-Growth,SSP4_v9_130325,HRV,Population,million,4.506,4.442,4.403,4.363,4.311,4.248,4.174,4.095,4.01,3.917,3.814,3.704,3.589,3.462,3.322,3.173,3.017,2.858,2.7,2.543,2.387
OECD Env-Growth,SSP4_v9_130325,HTI,Population,million,8.645,9.347,9.993,10.62,11.23,11.815,12.375,12.869,13.307,13.699,14.045,14.323,14.535,14.711,14.87,15.012,15.156,15.301,15.441,15.581,15.734
OECD Env-Growth,SSP4_v9_130325,HUN,Population,million,10.211,10.087,9.984,9.834,9.684,9.523,9.335,9.131,8.915,8.689,8.449,8.194,7.922,7.619,7.293,6.96,6.631,6.313,6.005,5.706,5.414
OECD Env-Growth,SSP4_v9_130325,IDN,Population,million,213.395,227.303,239.871,250.243,258.522,264.351,267.771,269.292,268.717,266.001,261.103,254.272,245.742,235.832,224.881,213.197,201.059,188.707,176.346,164.164,152.336
OECD Env-Growth,SSP4_v9_130325,IND,Population,million,1053.898,1140.043,1224.614,1303.307,1376.334,1438.737,1489.144,1531.738,1565.23,1588.999,1600.939,1600.573,1587.505,1562.281,1525.97,1480.033,1426.158,1366.434,1302.635,1236.429,1169.26
OECD Env-Growth,SSP4_v9_130325,IRL,Population,million,3.804,4.158,4.47,4.752,4.992,5.197,5.372,5.534,5.684,5.813,5.911,5.974,6.004,5.997,5.961,5.901,5.82,5.721,5.605,5.472,5.318
OECD Env-Growth,SSP4_v9_130325,IRN,Population,million,65.342,69.732,73.974,78.138,81.709,84.319,86.058,87.309,88.136,88.395,87.911,86.661,84.681,82.076,78.916,75.292,71.39,67.489,63.82,60.464,57.322
OECD Env-Growth,SSP4_v9_130325,IRQ,Population,million,23.857,27.359,31.672,36.588,42.22,48.408,55.117,62.075,69.261,76.694,84.387,92.196,100.085,108.085,116.22,124.495,132.866,141.286,149.74,158.244,166.825
OECD Env-Growth,SSP4_v9_130325,ISL,Population,million,0.281,0.297,0.32,0.344,0.365,0.384,0.401,0.416,0.429,0.442,0.451,0.459,0.464,0.467,0.467,0.465,0.461,0.453,0.444,0.432,0.418
OECD Env-Growth,SSP4_v9_130325,ISR,Population,million,6.015,6.605,7.418,8.278,9.115,9.906,10.638,11.349,12.03,12.659,13.216,13.712,14.155,14.584,14.992,15.371,15.711,16.012,16.281,16.523,16.719
OECD Env-Growth,SSP4_v9_130325,ITA,Population,million,56.986,58.671,60.551,61.363,61.412,61.274,60.989,60.647,60.214,59.576,58.675,57.52,56.156,54.584,52.918,51.236,49.566,47.904,46.151,44.253,42.244
OECD Env-Growth,SSP4_v9_130325,JAM,Population,million,2.582,2.682,2.741,2.776,2.8,2.799,2.773,2.73,2.671,2.598,2.51,2.41,2.304,2.202,2.103,2.008,1.915,1.822,1.73,1.64,1.554
OECD Env-Growth,SSP4_v9_130325,JOR,Population,million,4.827,5.342,6.187,7.093,8.106,9.183,10.298,11.408,12.514,13.637,14.789,15.941,17.061,18.096,19.046,19.929,20.755,21.519,22.203,22.794,23.283
OECD Env-Growth,SSP4_v9_130325,JPN,Population,million,125.72,126.393,126.536,125.867,124.147,121.593,118.399,114.884,111.147,107.197,103.098,98.955,94.727,90.251,85.598,80.908,76.267,71.541,66.872,62.319,57.898
OECD Env-Growth,SSP4_v9_130325,KAZ,Population,million,14.957,15.172,16.026,16.762,17.361,17.782,18.051,18.251,18.382,18.398,18.279,18.053,17.742,17.352,16.888,16.352,15.749,15.101,14.423,13.725,13.006
OECD Env-Growth,SSP4_v9_130325,KEN,Population,million,31.254,35.615,40.513,46.118,52.139,58.404,64.995,71.633,78.358,85.061,91.675,97.918,103.901,109.65,115.398,120.993,126.388,131.514,136.331,140.83,145.095
OECD Env-Growth,SSP4_v9_130325,KGZ,Population,million,4.955,5.042,5.334,5.57,5.747,5.854,5.909,5.93,5.909,5.84,5.727,5.586,5.421,5.246,5.057,4.854,4.642,4.426,4.211,4,3.793
OECD Env-Growth,SSP4_v9_130325,KHM,Population,million,12.447,13.358,14.138,14.759,15.314,15.7,15.916,16.003,15.983,15.869,15.654,15.351,14.959,14.503,13.996,13.45,12.885,12.325,11.779,11.255,10.754
OECD Env-Growth,SSP4_v9_130325,KOR,Population,million,45.988,47.044,48.184,48.813,49.134,49.154,48.844,48.213,47.209,45.83,44.107,42.14,40.033,37.851,35.658,33.497,31.396,29.373,27.444,25.627,23.861
OECD Env-Growth,SSP4_v9_130325,KWT,Population,million,1.941,2.264,2.737,3.168,3.551,3.918,4.27,4.61,4.922,5.19,5.406,5.571,5.689,5.746,5.745,5.69,5.592,5.46,5.297,5.102,4.873
OECD Env-Growth,SSP4_v9_130325,LAO,Population,million,5.317,5.753,6.201,6.667,7.179,7.691,8.165,8.574,8.937,9.294,9.651,9.969,10.232,10.462,10.671,10.898,11.156,11.429,11.713,11.994,12.285
OECD Env-Growth,SSP4_v9_130325,LBN,Population,million,3.742,4.052,4.228,4.374,4.503,4.606,4.673,4.708,4.71,4.679,4.616,4.525,4.408,4.265,4.1,3.918,3.727,3.533,3.338,3.148,2.963
OECD Env-Growth,SSP4_v9_130325,LBR,Population,million,2.847,3.183,3.994,4.882,5.84,6.867,7.949,9.046,10.159,11.298,12.454,13.599,14.725,15.807,16.821,17.764,18.633,19.382,20.008,20.509,20.89
OECD Env-Growth,SSP4_v9_130325,LBY,Population,million,5.231,5.77,6.355,6.89,7.352,7.721,8.017,8.293,8.551,8.764,8.9,8.954,8.927,8.839,8.71,8.548,8.358,8.145,7.91,7.657,7.387
OECD Env-Growth,SSP4_v9_130325,LCA,Population,million,0.157,0.165,0.174,0.182,0.189,0.194,0.198,0.2,0.201,0.201,0.199,0.196,0.192,0.187,0.181,0.174,0.166,0.158,0.15,0.142,0.134
OECD Env-Growth,SSP4_v9_130325,LKA,Population,million,18.745,19.843,20.86,21.581,22.075,22.369,22.497,22.527,22.428,22.171,21.764,21.254,20.67,20.049,19.392,18.702,17.988,17.268,16.547,15.825,15.101
OECD Env-Growth,SSP4_v9_130325,LSO,Population,million,1.964,2.066,2.171,2.272,2.367,2.451,2.531,2.593,2.648,2.696,2.746,2.786,2.816,2.84,2.862,2.889,2.921,2.954,2.987,3.024,3.062
OECD Env-Growth,SSP4_v9_130325,LTU,Population,million,3.5,3.416,3.324,3.247,3.167,3.08,2.981,2.872,2.76,2.647,2.53,2.41,2.285,2.162,2.041,1.924,1.814,1.711,1.617,1.531,1.454
OECD Env-Growth,SSP4_v9_130325,LUX,Population,million,0.435,0.457,0.507,0.552,0.589,0.627,0.662,0.697,0.729,0.759,0.784,0.806,0.824,0.835,0.84,0.84,0.833,0.821,0.804,0.782,0.755
OECD Env-Growth,SSP4_v9_130325,LVA,Population,million,2.385,2.306,2.252,2.179,2.112,2.048,1.982,1.916,1.854,1.791,1.724,1.655,1.584,1.51,1.433,1.354,1.276,1.201,1.13,1.064,1.001
OECD Env-Growth,SSP4_v9_130325,MAC,Population,million,0.432,0.481,0.544,0.586,0.611,0.638,0.666,0.691,0.712,0.729,0.74,0.747,0.75,0.747,0.738,0.723,0.705,0.681,0.655,0.625,0.591
OECD Env-Growth,SSP4_v9_130325,MAR,Population,million,28.793,30.392,31.951,33.297,34.421,35.204,35.622,35.764,35.661,35.347,34.828,34.132,33.241,32.23,31.127,29.975,28.816,27.685,26.592,25.545,24.544
OECD Env-Growth,SSP4_v9_130325,MDA,Population,million,4.107,3.767,3.573,3.367,3.178,2.985,2.791,2.6,2.411,2.226,2.045,1.873,1.71,1.56,1.42,1.289,1.169,1.061,0.967,0.886,0.816
OECD Env-Growth,SSP4_v9_130325,MDG,Population,million,15.364,17.886,20.714,23.83,27.436,31.403,35.599,39.829,44.117,48.534,53.065,57.564,62.004,66.349,70.624,74.818,78.863,82.728,86.396,89.872,93.167
OECD Env-Growth,SSP4_v9_130325,MDV,Population,million,0.273,0.295,0.316,0.337,0.358,0.376,0.391,0.402,0.411,0.419,0.423,0.425,0.423,0.418,0.41,0.399,0.385,0.368,0.348,0.327,0.307
OECD Env-Growth,SSP4_v9_130325,MEX,Population,million,99.96,106.484,113.423,119.459,124.818,129.188,132.429,134.75,136.061,136.337,135.602,134.044,131.782,129.127,126.13,122.833,119.269,115.446,111.403,107.188,102.885
OECD Env-Growth,SSP4_v9_130325,MKD,Population,million,2.009,2.038,2.061,2.088,2.112,2.134,2.15,2.163,2.173,2.177,2.173,2.162,2.141,2.101,2.044,1.972,1.89,1.8,1.705,1.606,1.504
OECD Env-Growth,SSP4_v9_130325,MLI,Population,million,11.295,13.177,15.37,17.969,20.858,23.974,27.362,30.827,34.277,37.71,41.045,44.211,47.189,50.031,52.679,55.202,57.523,59.651,61.577,63.299,64.839
OECD Env-Growth,SSP4_v9_130325,MLT,Population,million,0.397,0.409,0.417,0.424,0.431,0.434,0.435,0.433,0.429,0.423,0.416,0.408,0.399,0.388,0.376,0.361,0.344,0.327,0.31,0.293,0.277
OECD Env-Growth,SSP4_v9_130325,MMR,Population,million,44.958,46.321,47.963,48.985,49.71,49.941,49.735,49.042,48.009,46.57,44.874,42.968,40.915,38.812,36.728,34.706,32.762,30.941,29.243,27.679,26.24
OECD Env-Growth,SSP4_v9_130325,MNE,Population,million,0.633,0.627,0.631,0.64,0.647,0.652,0.655,0.656,0.656,0.653,0.649,0.642,0.634,0.621,0.604,0.582,0.558,0.532,0.504,0.475,0.446
OECD Env-Growth,SSP4_v9_130325,MNG,Population,million,2.411,2.547,2.756,2.946,3.109,3.23,3.309,3.367,3.412,3.435,3.428,3.391,3.329,3.252,3.166,3.072,2.971,2.865,2.754,2.64,2.521
OECD Env-Growth,SSP4_v9_130325,MOZ,Population,million,18.201,20.77,23.391,26.098,28.97,31.98,35.15,38.157,41.044,43.827,46.5,49.126,51.593,53.805,55.96,57.938,59.853,61.655,63.327,64.912,66.421
OECD Env-Growth,SSP4_v9_130325,MRT,Population,million,2.643,3.047,3.46,3.883,4.338,4.816,5.31,5.79,6.258,6.709,7.151,7.585,8.004,8.404,8.786,9.163,9.523,9.873,10.217,10.55,10.879
OECD Env-Growth,SSP4_v9_130325,MUS,Population,million,1.196,1.257,1.299,1.329,1.356,1.377,1.389,1.394,1.391,1.38,1.361,1.336,1.306,1.271,1.231,1.187,1.14,1.092,1.043,0.994,0.946
OECD Env-Growth,SSP4_v9_130325,MWI,Population,million,11.229,12.823,14.901,17.4,20.336,23.722,27.631,31.946,36.69,41.849,47.308,52.9,58.562,64.271,69.971,75.682,81.304,86.802,92.199,97.431,102.525
OECD Env-Growth,SSP4_v9_130325,MYS,Population,million,23.415,26.1,28.401,30.558,32.575,34.398,35.971,37.331,38.414,39.196,39.689,39.941,39.971,39.774,39.345,38.688,37.819,36.776,35.593,34.299,32.934
OECD Env-Growth,SSP4_v9_130325,NAM,Population,million,1.896,2.08,2.283,2.475,2.66,2.844,3.022,3.178,3.315,3.441,3.56,3.67,3.767,3.849,3.923,3.983,4.043,4.096,4.138,4.179,4.216
OECD Env-Growth,SSP4_v9_130325,NCL,Population,million,0.212,0.231,0.251,0.27,0.287,0.303,0.317,0.329,0.339,0.348,0.355,0.36,0.363,0.363,0.361,0.356,0.349,0.341,0.33,0.319,0.306
OECD Env-Growth,SSP4_v9_130325,NER,Population,million,10.922,12.994,15.512,18.585,22.385,26.981,32.446,38.725,45.943,54.133,63.203,72.872,82.893,93.134,103.666,114.282,125.025,135.67,145.984,156.082,165.586
OECD Env-Growth,SSP4_v9_130325,NGA,Population,million,123.689,139.823,158.423,180.398,205.616,234.536,267.934,304.504,344.175,386.517,431.132,476.004,520.41,564.327,606.617,648.579,688.558,727.735,764.343,799.48,832.629
OECD Env-Growth,SSP4_v9_130325,NIC,Population,million,5.074,5.424,5.788,6.086,6.333,6.507,6.607,6.656,6.653,6.599,6.499,6.366,6.202,6.033,5.858,5.677,5.489,5.296,5.1,4.903,4.708
OECD Env-Growth,SSP4_v9_130325,NLD,Population,million,15.863,16.305,16.613,16.898,17.151,17.361,17.498,17.573,17.58,17.52,17.405,17.255,17.085,16.891,16.677,16.442,16.17,15.854,15.492,15.092,14.622
OECD Env-Growth,SSP4_v9_130325,NOR,Population,million,4.491,4.623,4.883,5.137,5.38,5.619,5.838,6.038,6.217,6.376,6.514,6.633,6.731,6.792,6.82,6.816,6.778,6.706,6.599,6.458,6.275
OECD Env-Growth,SSP4_v9_130325,NPL,Population,million,24.401,27.282,29.959,33.125,36.796,40.638,44.506,48.309,52.203,56.215,60.243,64.097,67.712,71.145,74.455,77.665,80.767,83.771,86.722,89.654,92.561
OECD Env-Growth,SSP4_v9_130325,NZL,Population,million,3.858,4.134,4.368,4.598,4.814,5.006,5.164,5.302,5.419,5.515,5.586,5.635,5.666,5.675,5.667,5.64,5.592,5.519,5.424,5.312,5.178
OECD Env-Growth,SSP4_v9_130325,OMN,Population,million,2.264,2.43,2.782,3.037,3.274,3.505,3.707,3.886,4.04,4.162,4.251,4.308,4.333,4.326,4.288,4.226,4.146,4.057,3.962,3.86,3.753
OECD Env-Growth,SSP4_v9_130325,PAK,Population,million,144.522,158.645,173.593,191.254,211.598,232.886,254.264,274.987,295.99,317.853,340.2,361.817,381.963,401.119,419.977,438.929,458.035,477.015,495.444,513.3,530.689
OECD Env-Growth,SSP4_v9_130325,PAN,Population,million,2.956,3.238,3.517,3.76,3.986,4.189,4.358,4.498,4.605,4.676,4.711,4.714,4.688,4.632,4.551,4.445,4.318,4.173,4.014,3.843,3.663
OECD Env-Growth,SSP4_v9_130325,PER,Population,million,25.862,27.559,29.077,30.266,31.207,31.863,32.227,32.368,32.29,31.977,31.444,30.737,29.878,28.956,27.988,26.983,25.955,24.91,23.864,22.831,21.824
OECD Env-Growth,SSP4_v9_130325,PHL,Population,million,77.31,85.546,93.261,101.973,111.857,122.196,132.648,142.633,152.33,161.969,171.67,181.082,190.089,198.706,206.998,215.001,222.747,230.214,237.362,244.124,250.419
OECD Env-Growth,SSP4_v9_130325,PNG,Population,million,5.379,6.095,6.858,7.588,8.371,9.192,10.031,10.825,11.567,12.268,12.943,13.57,14.156,14.692,15.169,15.606,16,16.357,16.676,16.963,17.215
OECD Env-Growth,SSP4_v9_130325,POL,Population,million,38.302,38.165,38.277,38.327,38.229,37.911,37.325,36.518,35.574,34.566,33.519,32.429,31.264,29.975,28.571,27.109,25.664,24.297,23.032,21.866,20.769
OECD Env-Growth,SSP4_v9_130325,PRI,Population,million,3.814,3.782,3.749,3.696,3.624,3.528,3.409,3.275,3.127,2.969,2.802,2.633,2.463,2.301,2.147,2.001,1.864,1.736,1.617,1.506,1.399
OECD Env-Growth,SSP4_v9_130325,PRT,Population,million,10.336,10.544,10.676,10.781,10.851,10.889,10.902,10.908,10.896,10.85,10.762,10.633,10.473,10.269,10.03,9.763,9.476,9.179,8.875,8.56,8.219
OECD Env-Growth,SSP4_v9_130325,PRY,Population,million,5.344,5.898,6.455,7.025,7.632,8.251,8.861,9.437,9.991,10.533,11.059,11.557,12.02,12.458,12.877,13.289,13.693,14.092,14.484,14.867,15.239
OECD Env-Growth,SSP4_v9_130325,PSE,Population,million,3.199,3.556,4.039,4.509,4.968,5.393,5.781,6.116,6.413,6.683,6.934,7.159,7.356,7.565,7.796,8.061,8.362,8.696,9.059,9.453,9.88
OECD Env-Growth,SSP4_v9_130325,PYF,Population,million,0.238,0.255,0.271,0.285,0.298,0.309,0.317,0.323,0.327,0.329,0.329,0.327,0.324,0.318,0.312,0.305,0.297,0.288,0.278,0.268,0.259
OECD Env-Growth,SSP4_v9_130325,QAT,Population,million,0.591,0.821,1.759,2.3,2.544,2.773,2.986,3.183,3.354,3.489,3.586,3.648,3.677,3.667,3.614,3.525,3.41,3.281,3.143,2.999,2.846
OECD Env-Growth,SSP4_v9_130325,ROU,Population,million,22.192,21.772,21.486,21.107,20.69,20.192,19.622,19.011,18.354,17.636,16.844,15.984,15.062,14.097,13.126,12.185,11.302,10.492,9.759,9.088,8.464
OECD Env-Growth,SSP4_v9_130325,RUS,Population,million,146.758,143.843,142.958,142.27,140.888,138.962,136.641,134.326,132.124,129.727,127.076,124.232,121.298,117.993,114.373,110.443,106.251,101.905,97.495,93.008,88.372
OECD Env-Growth,SSP4_v9_130325,RWA,Population,million,8.098,9.202,10.624,12.281,14.048,15.855,17.768,19.745,21.824,23.94,26.033,28.036,29.918,31.794,33.633,35.432,37.152,38.77,40.281,41.692,43.013
OECD Env-Growth,SSP4_v9_130325,SAU,Population,million,20.045,24.041,27.448,31.255,35.341,39.583,43.953,48.327,52.719,57.148,61.63,66.106,70.548,74.798,78.888,82.848,86.649,90.206,93.43,96.248,98.605
OECD Env-Growth,SSP4_v9_130325,SDN,Population,million,34.188,38.41,43.552,49.962,57.286,65.042,72.975,81.471,90.822,101.178,112.199,123.679,135.455,147.608,160.143,172.867,185.467,197.731,210.002,222.695,235.551
OECD Env-Growth,SSP4_v9_130325,SEN,Population,million,9.506,10.872,12.434,14.231,16.264,18.444,20.771,23.137,25.558,28.017,30.505,32.971,35.391,37.863,40.39,42.973,45.625,48.322,51.06,53.834,56.663
OECD Env-Growth,SSP4_v9_130325,SGP,Population,million,3.919,4.266,5.086,5.513,5.692,5.847,5.979,6.088,6.165,6.203,6.203,6.169,6.107,5.998,5.848,5.661,5.443,5.201,4.942,4.67,4.385
OECD Env-Growth,SSP4_v9_130325,SLB,Population,million,0.409,0.47,0.538,0.607,0.679,0.753,0.83,0.906,0.98,1.051,1.121,1.188,1.253,1.315,1.372,1.427,1.478,1.526,1.572,1.615,1.658
OECD Env-Growth,SSP4_v9_130325,SLE,Population,million,4.143,5.153,5.868,6.621,7.41,8.228,9.076,9.904,10.702,11.474,12.221,12.929,13.59,14.187,14.726,15.196,15.622,15.992,16.309,16.588,16.811
OECD Env-Growth,SSP4_v9_130325,SLV,Population,million,5.94,6.051,6.193,6.28,6.322,6.291,6.199,6.078,5.932,5.759,5.561,5.349,5.122,4.905,4.695,4.49,4.29,4.095,3.905,3.723,3.553
OECD Env-Growth,SSP4_v9_130325,SOM,Population,million,7.399,8.36,9.331,10.428,11.64,13.004,14.509,16.023,17.518,18.957,20.347,21.649,22.899,24.125,25.358,26.591,27.827,29.063,30.275,31.508,32.692
OECD Env-Growth,SSP4_v9_130325,SRB,Population,million,10.134,9.856,9.856,9.76,9.681,9.616,9.547,9.467,9.373,9.258,9.123,8.971,8.794,8.554,8.257,7.914,7.539,7.147,6.746,6.336,5.921
OECD Env-Growth,SSP4_v9_130325,STP,Population,million,0.141,0.153,0.165,0.177,0.188,0.199,0.21,0.219,0.227,0.233,0.24,0.245,0.249,0.254,0.259,0.264,0.27,0.277,0.284,0.291,0.299
OECD Env-Growth,SSP4_v9_130325,SUR,Population,million,0.467,0.499,0.525,0.547,0.567,0.584,0.597,0.605,0.61,0.611,0.608,0.602,0.593,0.582,0.568,0.552,0.535,0.516,0.497,0.476,0.455
OECD Env-Growth,SSP4_v9_130325,SVK,Population,million,5.405,5.415,5.462,5.526,5.574,5.592,5.571,5.516,5.441,5.354,5.254,5.139,5.005,4.84,4.652,4.451,4.249,4.052,3.864,3.683,3.505
OECD Env-Growth,SSP4_v9_130325,SVN,Population,million,1.985,2.002,2.03,2.061,2.082,2.093,2.096,2.095,2.094,2.088,2.076,2.059,2.038,2.009,1.974,1.934,1.889,1.838,1.783,1.725,1.663
OECD Env-Growth,SSP4_v9_130325,SWE,Population,million,8.86,9.029,9.38,9.746,10.094,10.417,10.676,10.899,11.109,11.313,11.498,11.654,11.771,11.827,11.835,11.798,11.71,11.565,11.364,11.112,10.797
OECD Env-Growth,SSP4_v9_130325,SWZ,Population,million,1.064,1.105,1.186,1.266,1.332,1.387,1.437,1.479,1.517,1.556,1.589,1.619,1.646,1.667,1.694,1.726,1.762,1.802,1.841,1.882,1.923
OECD Env-Growth,SSP4_v9_130325,SYR,Population,million,15.989,18.484,20.411,22.407,24.664,27.111,29.644,32.056,34.331,36.551,38.815,41.083,43.277,45.364,47.363,49.332,51.318,53.319,55.315,57.299,59.284
OECD Env-Growth,SSP4_v9_130325,TCD,Population,million,8.222,9.786,11.227,12.893,14.722,16.717,18.87,21.061,23.251,25.437,27.589,29.65,31.593,33.43,35.165,36.811,38.356,39.786,41.088,42.229,43.307
OECD Env-Growth,SSP4_v9_130325,TGO,Population,million,4.794,5.408,6.028,6.661,7.328,8.01,8.697,9.343,9.948,10.515,11.059,11.556,11.997,12.39,12.73,13.031,13.307,13.56,13.794,14.021,14.217
OECD Env-Growth,SSP4_v9_130325,THA,Population,million,63.155,66.698,69.122,70.944,72.27,73.062,73.264,72.93,72.011,70.516,68.553,66.266,63.758,60.983,58.027,54.925,51.768,48.599,45.474,42.43,39.495
OECD Env-Growth,SSP4_v9_130325,TJK,Population,million,6.173,6.453,6.879,7.258,7.645,7.995,8.296,8.526,8.714,8.876,9.017,9.123,9.187,9.263,9.358,9.477,9.621,9.785,9.966,10.165,10.384
OECD Env-Growth,SSP4_v9_130325,TKM,Population,million,4.501,4.748,5.042,5.297,5.514,5.675,5.772,5.826,5.838,5.807,5.729,5.612,5.46,5.284,5.088,4.877,4.655,4.428,4.202,3.979,3.76
OECD Env-Growth,SSP4_v9_130325,TLS,Population,million,0.83,1.01,1.124,1.259,1.418,1.596,1.785,1.97,2.152,2.335,2.521,2.697,2.861,3.028,3.2,3.384,3.583,3.793,4.009,4.233,4.469
OECD Env-Growth,SSP4_v9_130325,TON,Population,million,0.098,0.101,0.104,0.107,0.11,0.113,0.116,0.118,0.119,0.12,0.12,0.12,0.12,0.12,0.121,0.122,0.123,0.125,0.128,0.131,0.135
OECD Env-Growth,SSP4_v9_130325,TTO,Population,million,1.292,1.315,1.341,1.357,1.36,1.35,1.329,1.3,1.263,1.217,1.163,1.104,1.041,0.976,0.911,0.847,0.783,0.724,0.669,0.618,0.571
OECD Env-Growth,SSP4_v9_130325,TUN,Population,million,9.456,9.912,10.481,10.962,11.367,11.675,11.863,11.963,11.989,11.943,11.817,11.607,11.31,10.935,10.501,10.033,9.553,9.08,8.622,8.18,7.748
OECD Env-Growth,SSP4_v9_130325,TUR,Population,million,63.628,68.143,72.752,77.015,80.941,84.301,86.945,89.042,90.576,91.519,91.829,91.565,90.76,89.485,87.802,85.787,83.514,81.072,78.516,75.879,73.172
OECD Env-Growth,SSP4_v9_130325,TZA,Population,million,34.038,38.831,44.841,51.802,59.74,68.426,77.896,87.705,97.931,108.422,119.048,129.384,139.487,149.322,159.139,168.722,178.185,187.545,196.553,205.316,213.74
OECD Env-Growth,SSP4_v9_130325,UGA,Population,million,24.213,28.431,33.425,39.623,46.956,55.331,64.932,75.419,86.874,99.213,112.337,125.62,138.916,152.232,165.568,178.797,192.008,204.759,216.987,228.991,240.322
OECD Env-Growth,SSP4_v9_130325,UKR,Population,million,48.892,46.924,45.448,44.021,42.658,41.415,40.235,39.174,38.194,37.22,36.216,35.215,34.23,33.136,31.952,30.684,29.353,27.991,26.617,25.232,23.823
OECD Env-Growth,SSP4_v9_130325,URY,Population,million,3.319,3.323,3.369,3.391,3.398,3.389,3.359,3.315,3.254,3.177,3.086,2.984,2.874,2.76,2.644,2.527,2.408,2.29,2.172,2.056,1.942
OECD Env-Growth,SSP4_v9_130325,USA,Population,million,282.496,296.82,310.384,322.095,333.634,344.461,353.765,362.096,369.196,374.818,379.154,382.872,386.15,388.516,389.653,389.259,387.129,383.351,378.219,371.959,364.584
OECD Env-Growth,SSP4_v9_130325,UZB,Population,million,24.776,25.947,27.445,28.69,29.73,30.456,30.84,30.983,30.925,30.659,30.169,29.484,28.623,27.659,26.614,25.5,24.336,23.15,21.974,20.831,19.729
OECD Env-Growth,SSP4_v9_130325,VCT,Population,million,0.108,0.109,0.109,0.109,0.109,0.109,0.107,0.106,0.103,0.1,0.097,0.094,0.09,0.086,0.083,0.079,0.075,0.071,0.068,0.064,0.061
OECD Env-Growth,SSP4_v9_130325,VEN,Population,million,24.348,26.664,28.98,31.097,33.063,34.769,36.154,37.276,38.113,38.659,38.912,38.904,38.65,38.148,37.412,36.468,35.347,34.084,32.714,31.266,29.765
OECD Env-Growth,SSP4_v9_130325,VNM,Population,million,78.758,83.161,87.848,92.01,95.447,97.826,99.169,99.796,99.689,98.745,96.94,94.402,91.283,87.721,83.798,79.565,75.102,70.555,66.099,61.846,57.821
OECD Env-Growth,SSP4_v9_130325,VUT,Population,million,0.185,0.211,0.24,0.269,0.3,0.332,0.366,0.399,0.431,0.462,0.493,0.522,0.551,0.577,0.601,0.624,0.644,0.664,0.681,0.697,0.712
OECD Env-Growth,SSP4_v9_130325,WSM,Population,million,0.177,0.18,0.183,0.186,0.19,0.193,0.196,0.198,0.198,0.197,0.195,0.193,0.191,0.19,0.19,0.191,0.192,0.195,0.199,0.204,0.21
OECD Env-Growth,SSP4_v9_130325,YEM,Population,million,17.723,20.649,24.053,28.063,32.802,38.081,43.705,49.484,55.595,62.065,68.78,75.5,82.096,88.546,95.004,101.44,107.821,114.12,120.204,126.027,131.7
OECD Env-Growth,SSP4_v9_130325,ZAF,Population,million,44.76,47.793,50.133,52.244,54.132,55.521,56.455,56.949,57.07,56.823,56.248,55.434,54.441,53.139,51.562,49.74,47.738,45.619,43.405,41.115,38.772
OECD Env-Growth,SSP4_v9_130325,ZMB,Population,million,10.202,11.462,13.089,15.217,17.776,20.522,23.548,26.784,30.201,33.678,37.278,40.777,44.179,47.601,51.012,54.377,57.747,60.969,64.13,67.209,70.147
