# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP2_v9_130325,TUN,GDP|PPP,billion US$2005/yr,58.121,72.032,89.757,102.225,134.909,175.156,221.628,272.404,325.998,379.467,428.537,474.317,518.609,562.683,603.495,639.569,672.434,702.364,730.76,759.238,788
OECD Env-Growth,SSP2_v9_130325,TUR,GDP|PPP,billion US$2005/yr,625.062,780.933,912.432,1145.459,1413.624,1691.512,1976.546,2269.875,2584.294,2910.038,3243.898,3590.591,3946.117,4310.436,4680.059,5047.04,5409.694,5770.116,6130.756,6489.277,6839.965
OECD Env-Growth,SSP2_v9_130325,TZA,GDP|PPP,billion US$2005/yr,28.708,40.354,56.273,76.648,106.837,152.234,213.831,293.669,397.54,531.5,702.113,916.467,1180.808,1502.396,1886.39,2334.964,2853.893,3446.968,4116.634,4863.705,5687.947
OECD Env-Growth,SSP2_v9_130325,UGA,GDP|PPP,billion US$2005/yr,18.73,25.903,38.411,51.477,73.156,104.798,148.771,208.062,290.163,402.799,555.22,758.037,1022.489,1361.101,1786.285,2308.679,2938.436,3684.015,4551.075,5541.955,6655.909
OECD Env-Growth,SSP2_v9_130325,UKR,GDP|PPP,billion US$2005/yr,181.775,263.007,276.283,331.348,393.901,471.191,558.995,653.581,752.798,852.975,954.254,1064.723,1190.06,1324.972,1461.338,1591.606,1717.762,1841.671,1964.521,2085.303,2199.921
OECD Env-Growth,SSP2_v9_130325,URY,GDP|PPP,billion US$2005/yr,31.718,32.009,42.434,51.822,61.81,72.068,82.341,92.413,102.454,112.509,122.826,133.008,142.817,152.569,162.277,171.89,181.561,191.236,200.828,210.407,220.1
OECD Env-Growth,SSP2_v9_130325,USA,GDP|PPP,billion US$2005/yr,11225.241,12622.125,13087.12,14754.81,17032.556,19086.819,20965.924,22688.693,24320.367,25861.447,27281.87,28710.527,30211.842,31782.732,33291.091,34724.116,36165.4,37537.165,38852.321,40123.606,41343.754
OECD Env-Growth,SSP2_v9_130325,UZB,GDP|PPP,billion US$2005/yr,40.237,52.359,78.648,109.214,147.244,196.931,253.121,315.471,383.686,454.897,526.12,597.885,671.687,750.583,832.314,912.63,990.777,1067.393,1144.185,1222.47,1301.283
OECD Env-Growth,SSP2_v9_130325,VCT,GDP|PPP,billion US$2005/yr,0.808,0.963,1.037,1.134,1.313,1.464,1.606,1.752,1.922,2.113,2.324,2.555,2.805,3.072,3.358,3.659,3.973,4.298,4.631,4.977,5.339
OECD Env-Growth,SSP2_v9_130325,VEN,GDP|PPP,billion US$2005/yr,232.522,263.762,316.397,382.149,442.727,521.198,607.469,703.033,805.839,918.675,1041.295,1173.554,1314.432,1458.732,1604.144,1751.14,1902.146,2056.486,2211.757,2365.82,2518.565
OECD Env-Growth,SSP2_v9_130325,VNM,GDP|PPP,billion US$2005/yr,123.993,178.075,249.923,334.359,471.171,621.722,787.227,963.961,1162.048,1378.557,1602.436,1831.777,2070.282,2330.176,2593.467,2847.718,3092.643,3330.812,3568.955,3809.186,4047.154
OECD Env-Growth,SSP2_v9_130325,VUT,GDP|PPP,billion US$2005/yr,0.702,0.739,0.957,1.145,1.393,1.764,2.255,2.868,3.649,4.627,5.83,7.288,9.02,11.034,13.338,15.926,18.815,21.993,25.421,29.052,32.852
OECD Env-Growth,SSP2_v9_130325,WSM,GDP|PPP,billion US$2005/yr,0.54,0.691,0.722,0.787,0.888,1.021,1.162,1.303,1.461,1.653,1.883,2.136,2.389,2.654,2.945,3.278,3.664,4.103,4.586,5.114,5.699
OECD Env-Growth,SSP2_v9_130325,YEM,GDP|PPP,billion US$2005/yr,37.573,46.172,57.076,56.677,71.669,94.422,126.514,169.189,223.994,291.226,371.68,467.186,579.321,709.168,855.255,1015.166,1186.47,1368.106,1559.715,1760.164,1965.166
OECD Env-Growth,SSP2_v9_130325,ZAF,GDP|PPP,billion US$2005/yr,336.204,405.757,474.761,571.322,709.196,862.831,1024.291,1192.622,1369.723,1551.586,1736.314,1928.612,2132.356,2340.751,2549.391,2757.754,2962.238,3161.039,3353.756,3538.267,3711.378
OECD Env-Growth,SSP2_v9_130325,ZMB,GDP|PPP,billion US$2005/yr,10.495,13.269,18.112,25.223,35.45,49.94,69.835,95.813,130.562,176.522,236.271,312.769,408.877,527.404,671.3,842.312,1041.503,1269.423,1525.158,1807.319,2113.875
OECD Env-Growth,SSP2_v9_130325,ZWE,GDP|PPP,billion US$2005/yr,8.696,5.908,5.221,6.361,7.318,9.151,12.007,16.183,22.199,30.475,41.405,55.391,72.766,94.188,120.041,150.473,185.747,226.16,271.936,323.239,379.719
OECD Env-Growth,SSP2_v9_130325,AFG,GDP|PPP,billion US$2005/yr,0,22.372,37.237,48.185,60.175,77.749,101.896,134.116,177.824,236.506,314.371,415.985,546.228,711.887,920.484,1180.436,1499.321,1884.331,2341.087,2874.947,3490.802
OECD Env-Growth,SSP2_v9_130325,AGO,GDP|PPP,billion US$2005/yr,34.484,55.315,98.686,128.679,172.787,200.062,218.446,228.144,244.75,275.557,324.819,394.374,486.447,603.49,747.486,919.388,1119.581,1347.305,1601.584,1881.075,2184.172
OECD Env-Growth,SSP2_v9_130325,ALB,GDP|PPP,billion US$2005/yr,14.743,19.17,24.545,26.994,30.562,34.682,39.071,43.555,48.348,53.341,58.205,63.076,68.08,73.021,77.718,82.299,86.642,90.58,94.198,97.67,101.192
OECD Env-Growth,SSP2_v9_130325,ARE,GDP|PPP,billion US$2005/yr,209.548,272.055,318.142,441.163,539.009,649.478,770.483,888.156,1003.909,1109.02,1201.108,1290.481,1388.918,1484.081,1572.36,1648.4,1712.851,1764.958,1806.866,1837.584,1855.778
OECD Env-Growth,SSP2_v9_130325,ARG,GDP|PPP,billion US$2005/yr,379.737,419.049,580.427,719.037,867.442,1027.986,1198.221,1375.798,1553.995,1730.236,1911.358,2098.052,2288.136,2480.415,2671.43,2857.556,3041.834,3225.979,3411.146,3595.48,3776.697
OECD Env-Growth,SSP2_v9_130325,ARM,GDP|PPP,billion US$2005/yr,7.061,12.559,15.153,18.2,21.524,25.1,28.975,32.972,36.923,40.518,43.626,46.431,49.39,52.773,55.94,58.812,61.741,64.848,68.258,71.924,75.794
OECD Env-Growth,SSP2_v9_130325,AUS,GDP|PPP,billion US$2005/yr,589.583,695.934,795.588,940.674,1109.603,1274.292,1435.039,1596.706,1767.154,1949.398,2131.336,2318.113,2523.602,2742.497,2968.971,3192.857,3413.913,3627.772,3837.011,4044.011,4248.259
OECD Env-Growth,SSP2_v9_130325,AUT,GDP|PPP,billion US$2005/yr,254.492,276.596,296.85,330.499,361.062,389.709,418.795,450.296,486.079,524.178,561.294,598.484,636.665,676.178,715.637,754.746,792.451,828.14,861.982,894.444,925.629
OECD Env-Growth,SSP2_v9_130325,AZE,GDP|PPP,billion US$2005/yr,20.041,37.731,80.696,91.709,105.753,115.758,126.205,130.776,136.835,145.29,155.347,167.574,183.726,204.609,227.308,248.932,271.156,295.178,322.319,351.795,381.645
OECD Env-Growth,SSP2_v9_130325,BDI,GDP|PPP,billion US$2005/yr,3.164,3.523,4.389,5.761,8.01,11.189,15.805,22.228,31.322,43.744,60.196,81.673,109.477,144.579,187.89,239.53,299.3,367.433,444.559,530.695,624.595
OECD Env-Growth,SSP2_v9_130325,BEL,GDP|PPP,billion US$2005/yr,311.979,337.321,357.666,385.894,418.201,456.962,502.917,555.813,613.192,671.95,731.121,792.525,857.522,924.727,991.932,1058.691,1125.45,1192.173,1259.224,1326.701,1393.085
OECD Env-Growth,SSP2_v9_130325,BEN,GDP|PPP,billion US$2005/yr,8.515,10.299,12.601,15.174,19.318,25.282,33.205,43.426,57.238,75.681,99.895,131.145,170.893,220.483,281.109,353.445,438.376,536.573,648.647,774.866,914.833
OECD Env-Growth,SSP2_v9_130325,BFA,GDP|PPP,billion US$2005/yr,10.492,14.391,18.709,25.287,34.931,48.346,66.267,89.67,121.424,164.2,220.999,295.065,389.477,507.973,654.037,830.084,1038.103,1279.557,1554.487,1863.077,2204.44
OECD Env-Growth,SSP2_v9_130325,BGD,GDP|PPP,billion US$2005/yr,125.677,163.728,221.297,301.561,424.974,576.478,750.712,946.445,1179.101,1448.135,1754.129,2101.202,2492.444,2925.632,3402.033,3923.213,4476.561,5058.326,5667.907,6308.26,6975.532
OECD Env-Growth,SSP2_v9_130325,BGR,GDP|PPP,billion US$2005/yr,58.152,75.923,86.738,96.14,118.414,141.504,165.035,187.524,208.546,227.666,245.587,263.718,283.47,303.292,321.149,336.395,350.168,362.968,375.029,386.216,396.137
OECD Env-Growth,SSP2_v9_130325,BHR,GDP|PPP,billion US$2005/yr,15.141,20.344,26.934,35.348,44.987,57.472,71.569,87.237,103.751,120.287,136.863,154.796,174.582,194.733,214.473,232.83,249.401,264.498,278.556,291.297,301.978
OECD Env-Growth,SSP2_v9_130325,ABW,GDP|PPP,billion US$2005/yr,0,0.128,0.151,0.205,0.264,0.342,0.442,0.562,0.715,0.905,1.139,1.422,1.762,2.161,2.621,3.138,3.711,4.314,4.951,5.615,6.301
OECD Env-Growth,SSP3_v9_130325,BHS,GDP|PPP,billion US$2005/yr,9.179,9.964,9.647,10.895,12.433,13.661,14.604,15.382,16.097,16.809,17.441,18.048,18.654,19.337,20.131,20.932,21.737,22.522,23.304,24.1,24.939
OECD Env-Growth,SSP3_v9_130325,BIH,GDP|PPP,billion US$2005/yr,18.823,23.975,28.065,30.859,37.511,44.73,51.348,57.062,62.093,66.096,68.913,71.128,73.486,75.291,77.119,78.91,80.328,81.593,82.895,84.355,86.054
OECD Env-Growth,SSP3_v9_130325,BLR,GDP|PPP,billion US$2005/yr,58.129,83.492,118.671,145.651,176.105,201.695,222.019,237.794,250.293,258.887,264.355,270.416,280.249,292.872,305.916,317.972,329.232,340.992,354.258,369.052,384.571
OECD Env-Growth,SSP3_v9_130325,BLZ,GDP|PPP,billion US$2005/yr,1.404,1.825,2.061,2.306,2.642,3.077,3.566,4.083,4.652,5.277,5.95,6.679,7.461,8.319,9.273,10.319,11.449,12.654,13.951,15.362,16.904
OECD Env-Growth,SSP3_v9_130325,TWN,GDP|PPP,billion US$2005/yr,0,0,742.813,889.439,1064.202,1157.024,1204.828,1234.151,1252.333,1253.047,1236.283,1208.742,1184.871,1209.912,1246.795,1287.411,1325.023,1355.199,1380.961,1403.659,1426.875
OECD Env-Growth,SSP3_v9_130325,BOL,GDP|PPP,billion US$2005/yr,29.632,34.502,43.19,55.42,71.534,90.497,110.77,131.328,153.94,178.918,206.496,237.111,271.195,309.532,352.474,400.218,452.488,508.449,568.586,632.96,702.278
OECD Env-Growth,SSP3_v9_130325,BRA,GDP|PPP,billion US$2005/yr,1379.549,1582.642,1967.541,2322.977,2833.335,3275.81,3616.064,3857.539,4058.533,4216.964,4333.19,4433.296,4522.291,4593.816,4657.649,4724.296,4775.302,4809.896,4836.094,4859.775,4883.422
OECD Env-Growth,SSP3_v9_130325,BRB,GDP|PPP,billion US$2005/yr,4.862,4.86,4.804,5.084,5.604,6.021,6.34,6.563,6.733,6.879,6.978,7.052,7.101,7.169,7.289,7.422,7.572,7.733,7.91,8.114,8.356
OECD Env-Growth,SSP3_v9_130325,BRN,GDP|PPP,billion US$2005/yr,15.854,17.567,18.153,20.882,24.403,27.334,29.785,32.053,34.165,36.136,38.153,40.27,42.511,44.766,46.901,48.933,50.903,52.811,54.672,56.459,58.194
OECD Env-Growth,SSP3_v9_130325,BTN,GDP|PPP,billion US$2005/yr,1.544,2.294,3.47,5.681,9.7,13.736,17.833,21.934,26.213,30.605,34.97,39.281,43.739,48.378,53.105,57.848,62.434,66.89,71.317,75.748,80.152
OECD Env-Growth,SSP3_v9_130325,BWA,GDP|PPP,billion US$2005/yr,16.755,21.649,25.012,30.792,37.733,43.778,48.685,52.584,56.218,59.541,62.604,65.312,68.053,70.886,73.624,76.404,79.299,82.228,85.202,88.258,91.346
OECD Env-Growth,SSP3_v9_130325,CAF,GDP|PPP,billion US$2005/yr,2.835,2.7,3.114,3.869,5.063,6.412,7.832,9.273,10.948,12.906,15.184,17.807,20.81,24.231,28.118,32.479,37.261,42.48,48.126,54.221,60.789
OECD Env-Growth,SSP3_v9_130325,CAN,GDP|PPP,billion US$2005/yr,998.233,1131.835,1201.888,1340.315,1488.502,1602.145,1715.258,1851.025,2004.307,2152.701,2277.354,2376.839,2464.637,2548.178,2620.583,2673.917,2713.571,2739.622,2758.571,2775.279,2785.509
OECD Env-Growth,SSP3_v9_130325,CHE,GDP|PPP,billion US$2005/yr,249.381,266.122,294.115,320.151,348.218,370.548,386.494,399.323,413.825,428.91,442.556,454.163,464.101,473.116,480.126,484.005,485.634,484.602,481.804,477.839,472.25
OECD Env-Growth,SSP3_v9_130325,CHL,GDP|PPP,billion US$2005/yr,161.87,198.286,232.988,296.528,368.699,432.532,484.762,526.409,565.829,604.225,639.345,672.183,706.611,744.432,785.094,827.886,871.447,915.206,960.598,1008.856,1061.274
OECD Env-Growth,SSP3_v9_130325,CHN,GDP|PPP,billion US$2005/yr,3367.175,5362.83,9121.348,13904.466,20318.299,26409.547,31120.25,34103.058,36249.662,37748.356,38452.515,38528.727,38486.901,38367.321,38207.705,37964.288,37724.969,37439.205,37204.798,37051.791,37012.167
OECD Env-Growth,SSP3_v9_130325,CIV,GDP|PPP,billion US$2005/yr,30.024,30.023,33.443,42.116,61.758,91.348,127.518,167.284,212.184,262.119,315.968,374.076,436.865,505.017,578.033,655.674,736.917,819.887,904.87,991.526,1080.162
OECD Env-Growth,SSP3_v9_130325,CMR,GDP|PPP,billion US$2005/yr,29.056,34.857,40.336,51.038,66.819,85.975,107.899,131.442,158.263,188.24,221.564,258.638,299.635,344.534,393.264,445.008,499.589,556.805,616.837,680.006,745.745
OECD Env-Growth,SSP3_v9_130325,COD,GDP|PPP,billion US$2005/yr,12.912,15.905,20.876,30.027,45.221,71.533,106.192,146.761,196.864,258.639,332.91,420.677,523.064,641.486,777.226,930.554,1100.36,1286.31,1488.856,1708.164,1945.304
OECD Env-Growth,SSP3_v9_130325,COG,GDP|PPP,billion US$2005/yr,9.783,11.946,15.396,22.786,30.27,39.32,49.145,59.442,70.808,83.269,96.924,111.845,128.04,145.31,163.692,182.839,202.64,222.89,243.57,264.625,286.106
OECD Env-Growth,SSP3_v9_130325,COL,GDP|PPP,billion US$2005/yr,263.194,314.392,392.55,496.817,612.902,706.791,801.137,888.441,978.445,1069.209,1162.19,1260.489,1365.877,1480.797,1605.793,1740.496,1883.578,2033.289,2190.815,2356.445,2531.22
OECD Env-Growth,SSP3_v9_130325,COM,GDP|PPP,billion US$2005/yr,0.59,0.677,0.723,0.849,1.054,1.356,1.734,2.17,2.692,3.319,4.083,5.005,6.096,7.367,8.834,10.512,12.412,14.547,16.921,19.539,22.399
OECD Env-Growth,SSP3_v9_130325,CPV,GDP|PPP,billion US$2005/yr,0.956,1.243,1.723,2.164,2.774,3.435,4.082,4.715,5.388,6.088,6.795,7.51,8.259,9.088,10.014,11.025,12.092,13.215,14.418,15.724,17.148
OECD Env-Growth,SSP3_v9_130325,CRI,GDP|PPP,billion US$2005/yr,31.891,38.964,48.697,60.754,75.357,88.885,100.558,111.005,121.29,131.124,140.562,149.903,160.037,170.991,182.873,195.626,208.629,221.796,235.44,249.735,264.808
OECD Env-Growth,SSP3_v9_130325,CUB,GDP|PPP,billion US$2005/yr,39.078,49.927,64.7,74.668,81.962,88.915,93.899,97.505,101.618,106.871,112.041,116.521,121.012,125.941,131.687,138.684,146.196,154.111,162.673,172.232,183.093
OECD Env-Growth,SSP3_v9_130325,CYP,GDP|PPP,billion US$2005/yr,15.776,18.496,20.867,20.793,22.661,24.291,25.87,27.334,28.827,30.279,31.679,33.241,35.096,37.287,39.759,42.361,44.95,47.518,50.166,52.985,55.989
OECD Env-Growth,SSP3_v9_130325,CZE,GDP|PPP,billion US$2005/yr,178.131,217.66,248.639,283.328,327.654,370.59,412.647,450.979,483.806,507.228,527.767,543.396,556.848,571.12,580.826,582.458,579.543,573.626,566.339,558.507,548.897
OECD Env-Growth,SSP3_v9_130325,DEU,GDP|PPP,billion US$2005/yr,2491.626,2562.196,2727.329,2967.93,3122.796,3214.717,3258.383,3296.919,3359.72,3397.745,3398.172,3376.829,3363.263,3342.756,3314.861,3272.207,3218.562,3151.861,3080.474,3007.925,2929.237
OECD Env-Growth,SSP3_v9_130325,DJI,GDP|PPP,billion US$2005/yr,1.285,1.488,1.884,2.378,3.147,4.21,5.474,6.903,8.508,10.266,12.142,14.099,16.134,18.269,20.488,22.769,25.074,27.378,29.66,31.985,34.333
OECD Env-Growth,SSP3_v9_130325,DNK,GDP|PPP,billion US$2005/yr,169.001,179.876,180.168,192.64,206.662,217.024,225.353,233.095,241.847,251.703,261.746,270.379,278.064,285.159,291.166,295.912,300.096,302.997,304.741,305.546,305.166
OECD Env-Growth,SSP3_v9_130325,DOM,GDP|PPP,billion US$2005/yr,49.705,59.109,83.26,104.751,130.737,154.527,176.491,196.309,216.698,237.631,259.183,281.864,306.149,332.682,361.317,392.164,424.798,458.508,493.573,530.085,568.172
OECD Env-Growth,SSP3_v9_130325,DZA,GDP|PPP,billion US$2005/yr,185.689,235.763,268.295,314.331,385.55,468.551,542.086,588.097,611.045,632.788,666.814,713.937,773.838,846.636,927.234,1015.341,1109.485,1208.817,1315.767,1432.044,1558.064
OECD Env-Growth,SSP3_v9_130325,ECU,GDP|PPP,billion US$2005/yr,66.431,87.411,104.16,128.268,154.093,181.636,208.976,234.626,262.497,292.376,325.044,360.996,400.816,444.738,493.266,546.637,604.112,665.215,730.856,801.307,876.964
OECD Env-Growth,SSP3_v9_130325,EGY,GDP|PPP,billion US$2005/yr,280.154,333.218,449.698,534.801,719.177,926.668,1148.723,1379.836,1626.011,1877.732,2131.884,2407.14,2709.629,3037.049,3383.757,3749.387,4131.223,4528.117,4942.894,5374.712,5821.434
OECD Env-Growth,SSP3_v9_130325,ERI,GDP|PPP,billion US$2005/yr,2.114,2.674,2.573,3.208,3.412,3.988,4.633,5.288,6.094,7.099,8.369,9.968,11.958,14.4,17.336,20.822,24.963,29.816,35.469,41.982,49.44
OECD Env-Growth,SSP3_v9_130325,ESP,GDP|PPP,billion US$2005/yr,1012.375,1188.61,1242.302,1298.551,1360.832,1403.655,1444.081,1473.532,1487.774,1487.529,1489.234,1499.252,1516.257,1534.524,1540.485,1534.805,1532.547,1533.316,1540.253,1548.561,1549.186
OECD Env-Growth,SSP3_v9_130325,EST,GDP|PPP,billion US$2005/yr,15.757,22.262,22.253,27.586,32.065,35.846,39.492,43.041,46.328,49.03,50.816,51.701,52.773,53.877,54.499,54.355,53.832,53.063,52.292,51.612,50.797
OECD Env-Growth,SSP3_v9_130325,ETH,GDP|PPP,billion US$2005/yr,34.58,47.237,77.328,108.584,151.126,198.378,252.318,309.879,379.882,464.405,563.447,677.77,809.222,961.152,1136.986,1338.504,1562.875,1809.329,2078.405,2371.462,2692.046
OECD Env-Growth,SSP3_v9_130325,FIN,GDP|PPP,billion US$2005/yr,141.389,160.993,170.072,188.975,203.986,216.246,227.199,237.645,247.927,256.246,263.06,269.026,274.491,280.255,285.002,288.002,289.801,290.425,290.448,290.167,289.108
OECD Env-Growth,SSP3_v9_130325,FJI,GDP|PPP,billion US$2005/yr,3.154,3.556,3.575,3.954,4.431,5.069,5.786,6.515,7.321,8.205,9.171,10.227,11.361,12.614,13.982,15.459,17.073,18.826,20.735,22.808,25.067
OECD Env-Growth,SSP3_v9_130325,FRA,GDP|PPP,billion US$2005/yr,1719.732,1858.628,1921.794,2034.696,2191.683,2349.686,2504.343,2650.243,2784.652,2899.628,2985.708,3056.488,3126.917,3190.661,3238.245,3269.695,3293.631,3311.798,3329.435,3347.101,3358.086
OECD Env-Growth,SSP3_v9_130325,GAB,GDP|PPP,billion US$2005/yr,16.369,17.839,20.49,24.253,27.577,31.249,34.852,38.277,41.969,45.926,50.098,54.365,58.702,63.276,68.08,73.007,78.064,83.088,88.231,93.427,98.765
OECD Env-Growth,SSP3_v9_130325,GBR,GDP|PPP,billion US$2005/yr,1711.123,1971.522,2014.292,2170.983,2413.459,2612.668,2772.059,2902.106,3023.135,3130.623,3205.972,3258.652,3313.966,3374.03,3426.48,3453.387,3463.077,3463.484,3462.613,3465.928,3465.856
OECD Env-Growth,SSP3_v9_130325,GEO,GDP|PPP,billion US$2005/yr,11.056,15.747,20.242,27.516,35.075,41.378,46.559,51.097,55.866,60.554,65.008,69.267,73.879,79.572,85.877,92.389,98.669,105.364,112.875,121.258,130.315
OECD Env-Growth,SSP3_v9_130325,GHA,GDP|PPP,billion US$2005/yr,20.446,26.141,36.062,56.214,79.745,106.62,135.316,164.25,196.746,233.437,274.819,322.918,379.032,444.119,518.518,602.134,695.226,796.929,907.558,1026.587,1154.199
OECD Env-Growth,SSP3_v9_130325,GIN,GDP|PPP,billion US$2005/yr,5.533,8.778,9.766,13.725,25.427,38.439,52.7,67.256,83.634,102.042,122.572,144.919,168.745,194.19,221.274,249.589,278.88,308.909,339.618,370.927,403.314
OECD Env-Growth,SSP3_v9_130325,GMB,GDP|PPP,billion US$2005/yr,2.048,2.404,3.169,4.162,5.472,7.158,9.141,11.318,13.835,16.712,19.964,23.624,27.694,32.191,37.157,42.564,48.404,54.684,61.417,68.642,76.337
OECD Env-Growth,SSP3_v9_130325,GNB,GDP|PPP,billion US$2005/yr,1.421,1.391,1.612,2.033,2.54,3.232,4.111,5.147,6.403,7.921,9.704,11.76,14.071,16.659,19.504,22.606,25.917,29.398,33.067,36.869,40.859
OECD Env-Growth,SSP3_v9_130325,GNQ,GDP|PPP,billion US$2005/yr,4.518,15.08,21.538,25.427,27.913,32.544,36.971,41.298,45.755,50.391,55.058,59.603,64.116,68.643,73.033,77.296,81.317,85.127,88.738,92.159,95.435
OECD Env-Growth,SSP3_v9_130325,GRC,GDP|PPP,billion US$2005/yr,221.79,270.343,273.897,255.345,284.101,304.339,323.913,339.383,351.402,359.634,366.269,372.574,379.044,384.478,387.291,386.514,384.311,381.076,377.41,372.998,366.668
OECD Env-Growth,SSP3_v9_130325,GTM,GDP|PPP,billion US$2005/yr,44.497,51.652,61.823,72.439,86.842,105.867,128.527,153.325,181.687,214.166,251.027,292.451,338.475,389.902,447.309,511.061,581.198,657.459,740.356,830.06,927.166
OECD Env-Growth,SSP3_v9_130325,GUY,GDP|PPP,billion US$2005/yr,1.827,1.893,2.342,3.068,3.793,4.582,5.273,5.87,6.483,7.2,8.032,8.921,9.773,10.628,11.645,12.897,14.264,15.698,17.185,18.777,20.568
OECD Env-Growth,SSP3_v9_130325,HKG,GDP|PPP,billion US$2005/yr,198.517,243.081,294.826,350.299,413.258,455.097,484.952,510.714,532.097,548.331,559.982,569.105,577.141,586.268,598.779,611.096,620.372,627.241,631.629,634.328,637.153
OECD Env-Growth,SSP3_v9_130325,HND,GDP|PPP,billion US$2005/yr,17.957,22.542,26.744,31.874,39.091,48.067,58.08,68.764,80.953,94.71,110.063,126.967,145.415,165.821,188.444,213.332,240.297,269.242,300.434,334.033,370.259
OECD Env-Growth,SSP3_v9_130325,HRV,GDP|PPP,billion US$2005/yr,54.752,68.104,71.255,73.779,81.379,86.807,91.083,94.326,96.966,98.788,100.21,101.947,104.17,106.859,110.037,113.321,116.534,119.735,123.074,126.657,130.536
OECD Env-Growth,SSP3_v9_130325,HTI,GDP|PPP,billion US$2005/yr,9.83,9.564,9.918,13.142,17.278,22.665,28.942,35.745,43.7,52.722,62.784,74.062,86.579,100.458,115.86,132.783,151.182,170.838,191.758,213.865,237.34
OECD Env-Growth,SSP3_v9_130325,HUN,GDP|PPP,billion US$2005/yr,139.591,171.187,169.548,176.679,188.751,203.737,218.954,232.8,243.599,252.247,259.468,264.582,268.779,272.158,272.851,271.564,269.769,266.79,263.091,258.851,253.781
OECD Env-Growth,SSP3_v9_130325,IDN,GDP|PPP,billion US$2005/yr,559.269,704.561,929.865,1271.185,1757.144,2313.373,2843.918,3315.366,3769.18,4179.359,4534.446,4849.114,5127.832,5373.42,5586.983,5783.988,5966.925,6137.143,6299.963,6458.524,6619.394
OECD Env-Growth,SSP3_v9_130325,IND,GDP|PPP,billion US$2005/yr,1768.738,2431.676,3653.102,5047.163,7025.448,9187.03,11288.525,13239.432,15183.184,17071.457,18892.213,20687.399,22486.988,24310.036,26142.129,27981.359,29790.28,31560.434,33333.998,35123.735,36935.623
OECD Env-Growth,SSP3_v9_130325,IRL,GDP|PPP,billion US$2005/yr,127.109,161.779,160.981,177.514,196.578,212.992,230.465,246.301,259.304,268.74,276.408,283.834,291.359,297.991,302.425,303.455,303.438,302.918,302.394,301.64,299.656
OECD Env-Growth,SSP3_v9_130325,IRN,GDP|PPP,billion US$2005/yr,490.245,643.503,810.315,862.017,987.99,1155.468,1328.133,1525.943,1734.261,1918.672,2070.015,2198.485,2324.771,2458.126,2567.569,2671.952,2772.163,2875.47,2990.231,3117.405,3253.021
OECD Env-Growth,SSP3_v9_130325,IRQ,GDP|PPP,billion US$2005/yr,112.203,82.51,102.337,172.239,265.253,344.501,456.435,593.784,714.299,827.593,918.488,986.802,1043.927,1104.347,1179.119,1276.899,1401.513,1553.112,1733.367,1943.202,2184.614
OECD Env-Growth,SSP3_v9_130325,ISL,GDP|PPP,billion US$2005/yr,8.399,10.352,10.424,11.897,13.574,15.147,16.73,18.277,19.822,21.244,22.425,23.434,24.298,25.106,25.778,26.191,26.405,26.469,26.459,26.413,26.274
